customer_id,full_name,gender,,birth_date,phone,email,city,region,loyalty_tier,registration_date
CUS01806,Osama Barakat,Male,,10/11/1995,1025045536,No_Email,Hurghada,Red Sea,Bronze,9/15/2021
CUS01079,Adel Mahmoud,Male,,8/15/1986,1146137452,adel.mahmoud19@hotmail.com,Cairo,Greater Cairo,Silver,9/24/2023
CUS02653,Suzy Younis,Female,,22/11/1983,1169909888,suzy.younis45@hotmail.com,Giza,Greater Cairo,Silver,9/1/2023
CUS01339,Heba Fathy,Female,,4/18/1976,1117886725,heba.fathy12@outlook.com,Cairo,Greater Cairo,Silver,4/5/2020
CUS02637,Khaled Rizk,Male,,3/10/1993,1282041503,khaled.rizk32@hotmail.com,Ismailia,Canal Zone,Silver,8/14/2020
CUS02514,Fatima Attia,Female,,5/20/1976,1233410233,fatima.attia53@gmail.com,Alexandria,Alexandria,Silver,9/22/2022
CUS02495,Bassem Sayed,Male,,25/08/1976,1130416174,bassem.sayed61@gmail.com,Alexandria,Alexandria,Silver,6/24/2020
CUS01331,Khaled Mostafa,Male,,7/26/1988,1089477464,khaled.mostafa83@hotmail.com,Alexandria,Alexandria,Platinum,12/19/2021
CUS02540,Ola Ahmed,Female,,11/28/1974,1143260942,ola.ahmed46@outlook.com,Hurghada,Red Sea,Gold,10/19/2020
CUS00169,Reem Ramadan,Female,,20/01/1995,1261052956,reem.ramadan69@gmail.com,Cairo,Greater Cairo,Gold,8/15/2020
CUS00966,Ahmed Shaaban,Male,,11/20/1988,1050810571,ahmed.shaaban1@hotmail.com,Giza,Greater Cairo,Gold,3/2/2022
CUS01841,Essam Wahba,Male,,1/23/1995,1025516055,essam.wahba59@outlook.com,Giza,Greater Cairo,Bronze,9/5/2021
CUS01322,Adel Mansour,Male,,7/10/2002,1191793881,adel.mansour56@outlook.com,Cairo,Greater Cairo,Silver,5/6/2021
CUS02405,Fady Rizk,Male,,6/13/2002,1052523431,fady.rizk52@hotmail.com,Tanta,Nile Delta,Gold,7/19/2020
CUS01919,Youssef Farouk,Male,,27/11/1983,1273176382,youssef.farouk68@gmail.com,Giza,Greater Cairo,Bronze,7/20/2023
CUS02189,Hussein Hafez,Male,,6/4/1971,1226811753,No_Email,Hurghada,Red Sea,Bronze,8/9/2020
CUS02530,Nader Mostafa,Male,,7/27/1980,1173506512,No_Email,Sharm El Sheikh,South Sinai,Silver,11/6/2023
CUS02270,Adel Fathy,Male,,7/14/1984,1137512732,adel.fathy39@hotmail.com,Alexandria,Alexandria,Bronze,8/4/2022
CUS01438,Samir Salem,Male,,12/3/1973,1242519826,samir.salem23@yahoo.com,Tanta,Nile Delta,Bronze,4/9/2020
CUS00368,Shaimaa Khalil,Female,,4/14/1982,1091315976,shaimaa.khalil35@outlook.com,Suez,Canal Zone,Bronze,6/13/2020
CUS00846,Fatima Lotfy,Female,,4/25/1977,1141940192,fatima.lotfy70@hotmail.com,Giza,Greater Cairo,Bronze,2/7/2023
CUS02313,Reem Lotfy,Female,,10/1/1992,1115083288,reem.lotfy19@hotmail.com,Alexandria,Alexandria,Silver,9/21/2023
CUS01414,Ramy Mohamed,Male,,12/21/1975,1195883279,ramy.mohamed55@outlook.com,Cairo,Greater Cairo,Gold,8/17/2023
CUS01367,Hussein Lotfy,Male,,3/27/1979,1160542762,No_Email,Tanta,Nile Delta,Bronze,6/20/2022
CUS00352,Samah Younis,Female,,4/10/1983,1280383199,samah.younis53@outlook.com,Luxor,Upper Egypt,Silver,2/5/2021
CUS02780,Engy Ahmed,Female,,1/20/1974,1098763518,No_Email,Cairo,Greater Cairo,Bronze,2/4/2023
CUS01189,Samir Ali,Male,,12/8/1971,1220049039,samir.ali98@yahoo.com,Giza,Greater Cairo,Bronze,3/6/2021
CUS00888,Akram Abdallah,Male,,1/19/1991,1253840780,akram.abdallah76@yahoo.com,Cairo,Greater Cairo,Bronze,6/24/2022
CUS01926,Emad Attia,Male,,12/13/1978,1227373433,emad.attia84@outlook.com,Cairo,Greater Cairo,Platinum,7/1/2022
CUS02734,Hana Hafez,Female,,12/21/1986,1094282500,No_Email,Port Said,Canal Zone,Bronze,10/18/2021
CUS02408,Doha Ali,Female,,5/24/1986,1122268646,doha.ali34@yahoo.com,Cairo,Greater Cairo,Silver,8/26/2023
CUS00499,Tamer Gamal,Male,,23/08/1991,1047358181,No_Email,Ismailia,Canal Zone,Silver,7/16/2023
CUS01703,Karim Fathy,Male,,11/17/1974,1114466147,karim.fathy26@gmail.com,Giza,Greater Cairo,Platinum,7/10/2023
CUS00211,Osama Badawi,Male,,8/5/1971,1295944345,osama.badawi43@outlook.com,Alexandria,Alexandria,Gold,9/23/2020
CUS02746,Hany Lotfy,Male,,6/13/2000,1070971798,hany.lotfy30@hotmail.com,Hurghada,Red Sea,Bronze,10/15/2021
CUS01129,Noha Bakr,Female,,1/10/1992,1199329766,No_Email,Giza,Greater Cairo,Bronze,4/2/2021
CUS00228,Noha Hamdy,Female,,12/21/1999,1094195455,No_Email,Giza,Greater Cairo,Gold,5/23/2023
CUS00366,Mahmoud Barakat,Male,,11/27/1996,1113180065,mahmoud.barakat7@yahoo.com,Giza,Greater Cairo,Bronze,10/28/2021
CUS01877,Aisha Mostafa,Female,,11/20/1979,1138857058,No_Email,Alexandria,Alexandria,Silver,4/3/2021
CUS01019,Nader Ali,Male,,7/8/1971,1152242979,nader.ali35@outlook.com,Suez,Canal Zone,Bronze,8/15/2021
CUS02016,Amr Ramadan,Male,,1/27/1978,1099688354,amr.ramadan44@outlook.com,Giza,Greater Cairo,Bronze,3/12/2020
CUS02813,Engy Nasser,Female,,9/2/2002,1023935976,engy.nasser75@yahoo.com,Mansoura,Nile Delta,Bronze,9/8/2021
CUS01599,Omar Rizk,Male,,6/14/2001,1211711039,omar.rizk79@yahoo.com,Cairo,Greater Cairo,Silver,6/20/2021
CUS00408,Amr Shaaban,Male,,4/1/1992,1176041312,amr.shaaban63@gmail.com,Cairo,Greater Cairo,Bronze,11/9/2021
CUS02002,Salma Attia,Female,,12/26/1982,1069118335,salma.attia24@gmail.com,Cairo,Greater Cairo,Bronze,2/2/2022
CUS02135,Noha Badawi,Female,,12/13/1989,1053604277,noha.badawi11@gmail.com,Tanta,Nile Delta,Gold,1/8/2021
CUS02372,Ibrahim Hamdy,Male,,10/1/1991,1142247766,ibrahim.hamdy10@outlook.com,Aswan,Upper Egypt,Bronze,2/21/2022
CUS01222,Akram Lotfy,Male,,3/14/1981,1293199234,akram.lotfy73@outlook.com,Cairo,Greater Cairo,Bronze,4/12/2021
CUS02261,Hassan Gouda,Male,,11/12/1997,1184890137,hassan.gouda17@hotmail.com,Hurghada,Red Sea,Gold,11/1/2023
CUS02764,Nour Nasser,Female,,8/5/2002,1022670073,nour.nasser79@yahoo.com,Giza,Greater Cairo,Gold,2/12/2020
CUS01826,Youssef Fathy,Male,,10/11/2001,1031224800,youssef.fathy27@gmail.com,Alexandria,Alexandria,Bronze,6/5/2021
CUS00008,Ayman Lotfy,Male,,12/7/1970,1047358810,No_Email,Luxor,Upper Egypt,Bronze,6/11/2021
CUS02180,Zeinab Lotfy,Female,,9/18/2001,1152875790,zeinab.lotfy10@outlook.com,Alexandria,Alexandria,Bronze,1/28/2022
CUS02793,Mahmoud Badawi,Male,,2/20/1977,1176988422,mahmoud.badawi17@gmail.com,Alexandria,Alexandria,Gold,2/5/2020
CUS01973,Mohamed Fathy,Male,,5/24/1995,1215375433,mohamed.fathy41@hotmail.com,Cairo,Greater Cairo,Silver,10/4/2021
CUS00416,Heba Ramadan,Female,,5/16/1981,1154866590,heba.ramadan17@hotmail.com,Giza,Greater Cairo,Bronze,12/26/2022
CUS01011,Fady Rizk,Male,,3/21/1974,1219031885,No_Email,Cairo,Greater Cairo,Bronze,6/14/2022
CUS00747,Hassan Ahmed,Male,,18/05/1981,1166809533,hassan.ahmed92@gmail.com,Giza,Greater Cairo,Gold,2/9/2020
CUS02859,Samir Ismail,Male,,9/5/1973,1121971638,samir.ismail99@hotmail.com,Cairo,Greater Cairo,Bronze,10/2/2022
CUS01986,Khaled Mohamed,Male,,1/16/1994,1043265405,khaled.mohamed47@yahoo.com,Cairo,Greater Cairo,Bronze,2/22/2021
CUS00200,Shaimaa Ahmed,Female,,9/25/1991,1072930506,shaimaa.ahmed46@hotmail.com,Hurghada,Red Sea,Silver,3/2/2022
CUS00284,Nadia Barakat,Female,,6/7/1990,1175937784,nadia.barakat57@gmail.com,Cairo,Greater Cairo,Bronze,3/2/2021
CUS00232,Sara Ismail,Female,,2/3/1999,1133999716,sara.ismail90@yahoo.com,Alexandria,Alexandria,Bronze,3/28/2023
CUS01911,Noha Farouk,Female,,7/3/1982,1157755049,noha.farouk42@hotmail.com,Giza,Greater Cairo,Bronze,3/14/2022
CUS01012,Dina Lotfy,Female,,10/11/1983,1183433438,dina.lotfy18@gmail.com,Ismailia,Canal Zone,Platinum,3/14/2022
CUS00097,Radwa Ibrahim,Female,,1/15/1979,1254522084,radwa.ibrahim10@yahoo.com,Alexandria,Alexandria,Bronze,7/13/2022
CUS01413,Ashraf Gamal,Male,,12/4/1971,1175205893,ashraf.gamal51@yahoo.com,Cairo,Greater Cairo,Bronze,7/8/2021
CUS02994,Nour Ali,Female,,19/06/2003,1051850765,nour.ali87@outlook.com,Giza,Greater Cairo,Silver,4/13/2020
CUS01989,Neveen Ahmed,Female,,28/05/1976,1287917351,neveen.ahmed25@yahoo.com,Giza,Greater Cairo,Bronze,6/18/2021
CUS02484,Sherif Younis,Male,,20/09/1980,1075866125,sherif.younis75@yahoo.com,Cairo,Greater Cairo,Silver,10/26/2020
CUS01937,Hussein Ragab,Male,,8/1/1994,1282089297,hussein.ragab75@hotmail.com,Cairo,Greater Cairo,Silver,2/2/2022
CUS01533,Neveen Barakat,Female,,7/24/1995,1124002515,neveen.barakat45@yahoo.com,Tanta,Nile Delta,Silver,7/2/2021
CUS02911,Mohamed Fathy,Male,,3/3/1977,1059097424,mohamed.fathy77@gmail.com,Cairo,Greater Cairo,Gold,3/10/2020
CUS02631,Lobna Fathy,Female,,3/20/1989,1236982938,lobna.fathy4@yahoo.com,Mansoura,Nile Delta,Silver,2/14/2022
CUS01466,Hana Salem,Female,,25/06/1979,1124205791,hana.salem24@hotmail.com,Cairo,Greater Cairo,Gold,11/24/2020
CUS01449,Hassan Gouda,Male,,12/13/1985,1211695218,hassan.gouda55@outlook.com,Port Said,Canal Zone,Bronze,1/2/2021
CUS00105,Hoda Salem,Female,,7/8/1993,1249057246,hoda.salem2@yahoo.com,Suez,Canal Zone,Bronze,9/5/2021
CUS02594,Amira Amin,Female,,27/04/1984,1168504096,No_Email,Alexandria,Alexandria,Bronze,5/26/2022
CUS01101,Reham Attia,Female,,25/06/1987,1125017061,reham.attia96@outlook.com,Cairo,Greater Cairo,Bronze,8/4/2021
CUS02292,Reham Ali,Female,,11/13/1984,1085487077,reham.ali47@hotmail.com,Giza,Greater Cairo,Silver,8/2/2020
CUS02894,Mahmoud Younis,Male,,11/28/1979,1193504533,mahmoud.younis66@hotmail.com,Mansoura,Nile Delta,Silver,3/9/2021
CUS01601,Dina Gamal,Female,,10/1/1985,1032302166,dina.gamal31@outlook.com,Cairo,Greater Cairo,Silver,1/2/2022
CUS02509,Samir Hafez,Male,,3/21/1977,1161465683,samir.hafez85@yahoo.com,Aswan,Upper Egypt,Bronze,7/27/2022
CUS00777,Sara Salem,Female,,1/8/1977,1046245645,sara.salem99@outlook.com,Cairo,Greater Cairo,Silver,8/22/2020
CUS00227,Ashraf Nasser,Male,,6/10/1978,1096924795,ashraf.nasser59@gmail.com,Ismailia,Canal Zone,Bronze,8/25/2023
CUS01273,Walid Mostafa,Male,,9/2/1973,1228885625,No_Email,Hurghada,Red Sea,Silver,6/11/2022
CUS02335,Magdy Salem,Male,,2/4/1988,1147602402,magdy.salem91@gmail.com,Cairo,Greater Cairo,Bronze,5/16/2020
CUS01589,Magdy Salem,Male,,3/13/1984,1120130392,magdy.salem80@outlook.com,Giza,Greater Cairo,Bronze,2/12/2020
CUS02111,Aisha Saad,Female,,9/12/1973,1013009431,aisha.saad9@outlook.com,Cairo,Greater Cairo,Bronze,4/15/2023
CUS02453,Shaimaa Hafez,Female,,8/12/1989,1017338859,shaimaa.hafez17@outlook.com,Alexandria,Alexandria,Bronze,11/23/2022
CUS01074,Noha Mansour,Female,,10/1/1977,1141663551,noha.mansour4@hotmail.com,Cairo,Greater Cairo,Gold,5/16/2023
CUS00701,Reem Mahmoud,Female,,6/11/1993,1065383843,No_Email,Alexandria,Alexandria,Bronze,11/26/2023
CUS01136,Reham Zaki,Female,,10/16/2002,1129538668,reham.zaki7@hotmail.com,Cairo,Greater Cairo,Bronze,12/25/2023
CUS02833,Neveen Gamal,Female,,10/13/1974,1188557831,neveen.gamal36@hotmail.com,Cairo,Greater Cairo,Gold,11/4/2022
CUS02801,Akram Younis,Male,,12/5/1993,1141548797,No_Email,Hurghada,Red Sea,Bronze,6/14/2020
CUS00465,Ola Younis,Female,,12/26/1999,1168527249,ola.younis88@hotmail.com,Ismailia,Canal Zone,Silver,2/19/2023
CUS00848,Magdy Nasser,Male,,2/13/1986,1181696670,magdy.nasser86@yahoo.com,Sharm El Sheikh,South Sinai,Gold,2/1/2021
CUS00756,Tarek Ahmed,Male,,10/4/2003,1175433400,tarek.ahmed96@gmail.com,Hurghada,Red Sea,Silver,7/11/2021
CUS02995,Wael Fathy,Male,,4/3/1985,1050123125,wael.fathy57@gmail.com,Cairo,Greater Cairo,Gold,7/6/2023
CUS01335,Emad Nasser,Male,,11/14/2000,1198153057,emad.nasser37@gmail.com,Ismailia,Canal Zone,Bronze,2/24/2022
CUS02715,Reem Ramadan,Female,,2/27/1994,1261992603,reem.ramadan20@hotmail.com,Cairo,Greater Cairo,Bronze,11/5/2020
CUS02242,Nour Salem,Female,,5/14/1990,1066329361,nour.salem53@outlook.com,Cairo,Greater Cairo,Silver,9/22/2023
CUS02023,Reham Wahba,Female,,3/14/2000,1044660244,reham.wahba92@yahoo.com,Port Said,Canal Zone,Silver,2/11/2021
CUS00213,Dina Hamdy,Female,,2/27/1991,1148917593,dina.hamdy25@hotmail.com,Mansoura,Nile Delta,Silver,2/21/2023
CUS00013,Mona Badawi,Female,,4/7/1983,1297734330,mona.badawi45@gmail.com,Aswan,Upper Egypt,Gold,2/25/2023
CUS02952,Ahmed Lotfy,Male,,7/19/1991,1129600614,No_Email,Tanta,Nile Delta,Bronze,7/28/2021
CUS00423,Samir Bakr,Male,,11/27/1973,1057712141,samir.bakr69@gmail.com,Cairo,Greater Cairo,Gold,11/9/2023
CUS01652,Manar Gouda,Female,,4/22/1978,1019875253,manar.gouda60@yahoo.com,Giza,Greater Cairo,Silver,6/11/2023
CUS02021,Dina Lotfy,Female,,9/23/1985,1168607910,dina.lotfy63@hotmail.com,Ismailia,Canal Zone,Bronze,12/11/2020
CUS02891,Dina Mostafa,Female,,4/26/1984,1191886893,dina.mostafa35@yahoo.com,Giza,Greater Cairo,Silver,5/3/2021
CUS02475,Sherif Fathy,Male,,7/10/1994,1084663795,sherif.fathy64@hotmail.com,Alexandria,Alexandria,Bronze,3/6/2023
CUS02684,Hossam Sayed,Male,,6/8/1984,1091089799,hossam.sayed53@yahoo.com,Giza,Greater Cairo,Silver,12/23/2022
CUS02478,Fatima Salem,Female,,8/22/2001,1057613415,fatima.salem43@gmail.com,Hurghada,Red Sea,Silver,1/11/2023
CUS01094,Hana Shaaban,Female,,6/23/1974,1276597407,hana.shaaban28@hotmail.com,Alexandria,Alexandria,Bronze,10/8/2023
CUS01731,Fatima Ragab,Female,,18/11/1981,1039778113,fatima.ragab82@hotmail.com,Giza,Greater Cairo,Gold,4/11/2023
CUS02184,Ahmed Mansour,Male,,11/18/2002,1057853708,ahmed.mansour88@hotmail.com,Giza,Greater Cairo,Bronze,2/28/2021
CUS00510,Radwa Ramadan,Female,,2/15/1978,1092631573,radwa.ramadan8@yahoo.com,Zagazig,Nile Delta,Bronze,2/19/2021
CUS00645,Sherif Salem,Male,,5/8/1970,1092170846,sherif.salem25@outlook.com,Cairo,Greater Cairo,Bronze,9/19/2021
CUS00598,Emad Mostafa,Male,,16/06/1982,1186424646,emad.mostafa68@yahoo.com,Cairo,Greater Cairo,Bronze,6/22/2021
CUS02615,Ali Attia,Male,,1/10/1980,1298678041,ali.attia6@gmail.com,Giza,Greater Cairo,Silver,8/2/2020
CUS00799,Tarek Sayed,Male,,5/1/1972,1264913597,tarek.sayed27@gmail.com,Tanta,Nile Delta,Bronze,4/20/2022
CUS02807,Hany Badawi,Male,,6/2/1980,1086984297,hany.badawi50@yahoo.com,Zagazig,Nile Delta,Silver,1/12/2021
CUS02688,Omar Saad,Male,,3/20/1997,1032247105,omar.saad67@gmail.com,Giza,Greater Cairo,Bronze,9/11/2021
CUS00519,Hana Ragab,Female,,10/3/1973,1191916907,hana.ragab36@hotmail.com,Ismailia,Canal Zone,Silver,3/8/2023
CUS00913,Hany Saad,Male,,9/23/1995,1240595207,hany.saad62@yahoo.com,Mansoura,Nile Delta,Bronze,10/19/2023
CUS00574,Salma Abdallah,Female,,4/2/2001,1050525421,salma.abdallah37@hotmail.com,Mansoura,Nile Delta,Bronze,11/27/2023
CUS02978,Ghada Mostafa,Female,,4/20/1994,1071171240,ghada.mostafa25@outlook.com,Cairo,Greater Cairo,Gold,9/3/2021
CUS02771,Radwa Mansour,Female,,18/11/1989,1285380078,No_Email,Cairo,Greater Cairo,Bronze,10/16/2022
CUS01393,Reem Wahba,Female,,6/5/1980,1163711215,reem.wahba43@gmail.com,Cairo,Greater Cairo,Silver,11/11/2020
CUS02029,Salma Barakat,Female,,11/9/1997,1018281699,salma.barakat56@yahoo.com,Cairo,Greater Cairo,Gold,4/6/2020
CUS01801,Adel Badawi,Male,,11/16/1982,1257969943,adel.badawi56@gmail.com,Port Said,Canal Zone,Bronze,10/7/2020
CUS02488,Osama Nasser,Male,,6/20/1999,1181273514,osama.nasser33@yahoo.com,Luxor,Upper Egypt,Silver,1/28/2021
CUS01489,Hassan Salem,Male,,9/19/1998,1190675884,hassan.salem98@hotmail.com,Giza,Greater Cairo,Gold,3/28/2022
CUS00124,Mahmoud Gouda,Male,,11/10/1993,1187110685,mahmoud.gouda36@outlook.com,Cairo,Greater Cairo,Bronze,10/5/2021
CUS01229,Essam Hamdy,Male,,11/1/1985,1192636112,essam.hamdy62@yahoo.com,Ismailia,Canal Zone,Bronze,1/10/2022
CUS00221,Ibrahim Salem,Male,,8/6/2000,1099945021,ibrahim.salem33@hotmail.com,Mansoura,Nile Delta,Silver,1/4/2023
CUS02956,Nadia Amin,Female,,11/8/1988,1078222824,nadia.amin43@outlook.com,Tanta,Nile Delta,Bronze,3/26/2021
CUS00359,Rana Ibrahim,Female,,11/9/1970,1069144114,rana.ibrahim28@outlook.com,Port Said,Canal Zone,Silver,11/26/2020
CUS01607,Omar Shaaban,Male,,3/8/1973,1053842699,omar.shaaban46@hotmail.com,Cairo,Greater Cairo,Silver,1/26/2023
CUS01863,Akram Ali,Male,,16/01/1987,1071551989,No_Email,Cairo,Greater Cairo,Bronze,12/13/2020
CUS02426,Hassan Mahmoud,Male,,9/17/1998,1156375778,hassan.mahmoud96@gmail.com,Suez,Canal Zone,Bronze,2/17/2022
CUS00260,Bassem Fathy,Male,,10/22/1977,1198594248,bassem.fathy21@gmail.com,Cairo,Greater Cairo,Silver,5/16/2023
CUS02818,Youssef Amin,Male,,25/03/1998,1163283208,youssef.amin2@hotmail.com,Cairo,Greater Cairo,Silver,2/3/2022
CUS00872,Sherif Mansour,Male,,5/12/1976,1018444387,sherif.mansour81@hotmail.com,Cairo,Greater Cairo,Silver,1/13/2020
CUS02431,Ola Ismail,Female,,11/10/1975,1252294327,ola.ismail54@gmail.com,Mansoura,Nile Delta,Silver,1/25/2022
CUS01643,Hussein Gouda,Male,,24/04/1971,1058344299,No_Email,Alexandria,Alexandria,Bronze,7/21/2021
CUS01988,Shaimaa Saad,Female,,7/26/1979,1221444897,shaimaa.saad98@hotmail.com,Alexandria,Alexandria,Bronze,7/17/2021
CUS02497,Tarek Ibrahim,Male,,7/3/2003,1156647252,tarek.ibrahim40@hotmail.com,Alexandria,Alexandria,Silver,7/9/2023
CUS02421,Samir Wahba,Male,,4/28/1988,1285640452,samir.wahba29@hotmail.com,Cairo,Greater Cairo,Silver,1/23/2023
CUS01552,Fatima Ahmed,Female,,11/24/1999,1058882805,fatima.ahmed50@gmail.com,Mansoura,Nile Delta,Gold,6/6/2021
CUS02841,Karim Nasser,Male,,7/4/2003,1065602912,karim.nasser55@gmail.com,Giza,Greater Cairo,Bronze,5/8/2022
CUS02762,Walid Ismail,Male,,7/28/1978,1135888722,walid.ismail3@hotmail.com,Cairo,Greater Cairo,Bronze,10/10/2021
CUS02363,Tamer Sayed,Male,,3/27/1995,1170232336,tamer.sayed62@yahoo.com,Giza,Greater Cairo,Gold,6/26/2021
CUS00457,Maged Ragab,Male,,1/12/1995,1078123659,maged.ragab54@yahoo.com,Cairo,Greater Cairo,Bronze,7/2/2020
CUS00463,Engy Khalil,Female,,5/1/1981,1098538924,engy.khalil45@outlook.com,Zagazig,Nile Delta,Silver,3/17/2020
CUS02260,Ayman Younis,Male,,16/06/1974,1121219525,ayman.younis23@hotmail.com,Giza,Greater Cairo,Bronze,12/19/2020
CUS00786,Hussein Rizk,Male,,18/10/1980,1021007045,hussein.rizk14@gmail.com,Suez,Canal Zone,Silver,4/24/2023
CUS01563,Heba Ismail,Female,,9/5/1995,1262514007,No_Email,Hurghada,Red Sea,Silver,4/3/2022
CUS00382,Akram Wahba,Male,,16/03/1972,1050446284,akram.wahba58@gmail.com,Tanta,Nile Delta,Bronze,11/18/2023
CUS01867,Maged Gouda,Male,,4/17/2000,1041683303,maged.gouda42@outlook.com,Cairo,Greater Cairo,Gold,5/23/2022
CUS02150,Ghada Saad,Female,,9/21/1997,1276458477,ghada.saad67@outlook.com,Aswan,Upper Egypt,Bronze,1/28/2020
CUS01262,Reem Nasser,Female,,3/25/1979,1193942023,reem.nasser60@yahoo.com,Hurghada,Red Sea,Gold,2/14/2021
CUS02806,Samir Shaaban,Male,,6/8/1972,1155695129,samir.shaaban93@hotmail.com,Ismailia,Canal Zone,Silver,7/2/2023
CUS01698,Emad Mansour,Male,,1/11/1999,1193274386,emad.mansour22@yahoo.com,Cairo,Greater Cairo,Bronze,7/7/2020
CUS01455,Shaimaa Mansour,Female,,6/6/1976,1178633402,shaimaa.mansour27@outlook.com,Cairo,Greater Cairo,Gold,8/1/2022
CUS00839,Amira Barakat,Female,,10/11/1990,1043813544,amira.barakat76@hotmail.com,Alexandria,Alexandria,Gold,11/2/2022
CUS01300,Magdy Khalil,Male,,11/15/1979,1024020462,magdy.khalil5@yahoo.com,Tanta,Nile Delta,Bronze,6/18/2020
CUS01054,Ibrahim Younis,Male,,9/19/2001,1225021199,ibrahim.younis53@hotmail.com,Hurghada,Red Sea,Silver,11/6/2020
CUS01081,Ibrahim Barakat,Male,,3/7/1983,1036983030,ibrahim.barakat55@gmail.com,Hurghada,Red Sea,Gold,9/18/2023
CUS01739,Mohamed Mostafa,Male,,4/7/1993,1147608279,No_Email,Giza,Greater Cairo,Silver,8/6/2023
CUS01478,Karim Saad,Male,,4/7/1996,1179443222,karim.saad48@gmail.com,Hurghada,Red Sea,Bronze,7/20/2023
CUS02398,Eman Amin,Female,,8/2/1985,1066684607,eman.amin29@hotmail.com,Cairo,Greater Cairo,Silver,1/3/2022
CUS01993,Dalia Hamdy,Female,,16/04/1993,1189684093,dalia.hamdy84@hotmail.com,Mansoura,Nile Delta,Bronze,1/19/2023
CUS01534,Emad Shaaban,Male,,5/8/1978,1094439916,emad.shaaban39@gmail.com,Cairo,Greater Cairo,Bronze,10/23/2020
CUS01234,Ola Mahmoud,Female,,12/8/2000,1232341708,ola.mahmoud25@hotmail.com,Cairo,Greater Cairo,Bronze,10/27/2020
CUS00543,Samah Shaaban,Female,,12/9/1978,1020271291,samah.shaaban2@yahoo.com,Cairo,Greater Cairo,Silver,12/19/2020
CUS01293,Tamer Salem,Male,,9/20/1994,1040051846,tamer.salem85@hotmail.com,Alexandria,Alexandria,Silver,1/8/2023
CUS01318,Mohamed Bakr,Male,,3/10/1978,1222828052,mohamed.bakr5@gmail.com,Zagazig,Nile Delta,Bronze,2/9/2022
CUS01230,Suzy Rizk,Female,,12/6/1977,1140271240,suzy.rizk52@gmail.com,Giza,Greater Cairo,Bronze,1/16/2020
CUS01843,Shaimaa Barakat,Female,,7/18/1983,1151561050,No_Email,Giza,Greater Cairo,Bronze,4/13/2020
CUS01118,Rania Ali,Female,,5/20/2001,1227532794,rania.ali93@yahoo.com,Luxor,Upper Egypt,Silver,10/24/2023
CUS02460,Lobna Farouk,Female,,12/5/1984,1251484355,lobna.farouk64@hotmail.com,Giza,Greater Cairo,Gold,5/28/2020
CUS02273,Nader Hamdy,Male,,10/28/2001,1282191219,nader.hamdy6@gmail.com,Alexandria,Alexandria,Bronze,6/19/2020
CUS02873,Ola Mansour,Female,,7/12/1993,1131423696,ola.mansour77@gmail.com,Suez,Canal Zone,Silver,5/3/2022
CUS02728,Mona Khalil,Female,,1/24/1994,1080225784,mona.khalil75@yahoo.com,Cairo,Greater Cairo,Silver,12/17/2020
CUS02942,Karim Ahmed,Male,,5/20/1972,1140922596,karim.ahmed58@outlook.com,Mansoura,Nile Delta,Bronze,10/13/2021
CUS01768,Aisha Amin,Female,,21/09/1987,1185426728,aisha.amin5@gmail.com,Alexandria,Alexandria,Bronze,3/26/2023
CUS02646,Youssef Zaki,Male,,11/18/1979,1139079617,youssef.zaki91@outlook.com,Giza,Greater Cairo,Silver,9/19/2021
CUS02459,Akram Khalil,Male,,1/26/1984,1063602031,akram.khalil32@yahoo.com,Alexandria,Alexandria,Bronze,8/23/2023
CUS01753,Mohamed Fathy,Male,,5/17/1974,1162457729,mohamed.fathy91@yahoo.com,Cairo,Greater Cairo,Silver,12/28/2022
CUS02682,Tamer Nasser,Male,,9/14/1980,1226188579,tamer.nasser43@hotmail.com,Aswan,Upper Egypt,Silver,3/9/2021
CUS00436,Ashraf Salem,Male,,8/24/1981,1080793145,ashraf.salem83@gmail.com,Tanta,Nile Delta,Bronze,2/5/2022
CUS01412,Reem Hassan,Female,,8/7/1997,1270111368,reem.hassan16@hotmail.com,Cairo,Greater Cairo,Silver,11/14/2021
CUS00238,Mahmoud Abdallah,Male,,5/1/1977,1192882398,No_Email,Cairo,Greater Cairo,Bronze,10/17/2021
CUS01056,Walid Ismail,Male,,1/11/1976,1216229481,walid.ismail31@gmail.com,Giza,Greater Cairo,Bronze,9/23/2022
CUS00110,Mona Salem,Female,,3/9/1973,1079342339,No_Email,Cairo,Greater Cairo,Bronze,2/7/2022
CUS00782,Doha Amin,Female,,27/09/1989,1149386369,doha.amin18@hotmail.com,Alexandria,Alexandria,Bronze,3/9/2023
CUS02090,Tarek Mostafa,Male,,4/9/1989,1129770026,tarek.mostafa34@hotmail.com,Giza,Greater Cairo,Bronze,8/21/2022
CUS00164,Dina Lotfy,Female,,11/20/2003,1240524866,dina.lotfy78@hotmail.com,Alexandria,Alexandria,Bronze,9/5/2023
CUS00289,Manar Mahmoud,Female,,4/6/1971,1164008708,manar.mahmoud63@outlook.com,Giza,Greater Cairo,Bronze,11/20/2022
CUS00253,Doha Mostafa,Female,,2/17/1999,1076547299,No_Email,Luxor,Upper Egypt,Bronze,8/4/2022
CUS02133,Neveen Gamal,Female,,7/1/1984,1130120034,neveen.gamal27@hotmail.com,Alexandria,Alexandria,Bronze,8/12/2023
CUS02052,Hossam Nasser,Male,,27/02/1990,1259184207,hossam.nasser87@outlook.com,Alexandria,Alexandria,Silver,12/27/2022
